ticker,date_t,date_t1,target_market_date,real_label,generated_label,target_direction_label,generated_direction_label,real_signal,generated_signal,actual_direction,actual_return_1d,generated_direction_correct,real_direction_correct,abs_return_1d,volatility_bucket
NVDA,2023-09-07,2023-09-08,2023-09-08,positive,neutral,down,,1,0,-1,-0.0144677346212828,False,False,0.0144677346212828,low
NVDA,2023-09-08,2023-09-09,2023-09-11,positive,neutral,down,,1,0,-1,-0.0086455982734919,False,False,0.0086455982734919,low
NVDA,2023-09-11,2023-09-12,2023-09-12,positive,negative,down,,1,-1,-1,-0.0068175320366842,True,False,0.0068175320366842,low
NVDA,2023-09-12,2023-09-13,2023-09-13,positive,neutral,up,,1,0,1,0.0137063002698174,False,True,0.0137063002698174,low
NVDA,2023-09-13,2023-09-14,2023-09-14,positive,neutral,up,,1,0,1,0.0021106006397386,False,True,0.0021106006397386,low
NVDA,2023-09-14,2023-09-15,2023-09-15,negative,positive,down,,-1,1,-1,-0.0368793951117711,False,True,0.0368793951117711,high
NVDA,2023-09-15,2023-09-16,2023-09-18,positive,negative,up,,1,-1,1,0.0015033730090801,False,True,0.0015033730090801,low
NVDA,2023-09-18,2023-09-19,2023-09-19,positive,positive,down,,1,1,-1,-0.0101441829944115,False,False,0.0101441829944115,low
NVDA,2023-09-19,2023-09-20,2023-09-20,positive,negative,down,,1,-1,-1,-0.0294347893199347,True,False,0.0294347893199347,high
NVDA,2023-09-20,2023-09-21,2023-09-21,negative,neutral,down,,-1,0,-1,-0.028930613129589,False,True,0.028930613129589,high
NVDA,2023-09-21,2023-09-22,2023-09-22,neutral,negative,up,,0,-1,1,0.0144574772422054,False,False,0.0144574772422054,low
NVDA,2023-09-22,2023-09-23,2023-09-25,neutral,neutral,up,,0,0,1,0.0147079909334704,False,False,0.0147079909334704,low
NVDA,2023-09-25,2023-09-26,2023-09-26,negative,neutral,down,,-1,0,-1,-0.0073658477351963,False,True,0.0073658477351963,low
NVDA,2023-09-26,2023-09-27,2023-09-27,positive,positive,up,,1,1,1,0.0132900483374605,True,True,0.0132900483374605,low
NVDA,2023-09-27,2023-09-28,2023-09-28,positive,neutral,up,,1,0,1,0.0146228270493555,False,True,0.0146228270493555,low
NVDA,2023-09-28,2023-09-29,2023-09-29,positive,neutral,up,,1,0,1,0.0095151857952924,False,True,0.0095151857952924,low
NVDA,2023-09-29,2023-09-30,2023-10-02,neutral,neutral,up,,0,0,1,0.0294949522941414,False,False,0.0294949522941414,high
NVDA,2023-10-02,2023-10-03,2023-10-03,positive,positive,down,,1,1,-1,-0.028248027379409,False,False,0.028248027379409,high
NVDA,2023-10-03,2023-10-04,2023-10-04,neutral,negative,up,,0,-1,1,0.0120413193872219,False,False,0.0120413193872219,low
NVDA,2023-10-04,2023-10-05,2023-10-05,positive,neutral,up,,1,0,1,0.0146908415737816,False,True,0.0146908415737816,low
NVDA,2023-10-05,2023-10-06,2023-10-06,positive,neutral,up,,1,0,1,0.0240333270420876,False,True,0.0240333270420876,high
NVDA,2023-10-06,2023-10-07,2023-10-09,neutral,neutral,down,,0,0,-1,-0.0106857702175532,False,False,0.0106857702175532,low
NVDA,2023-10-09,2023-10-10,2023-10-10,positive,positive,up,,1,1,1,0.0115963496936521,True,True,0.0115963496936521,low
NVDA,2023-10-10,2023-10-11,2023-10-11,positive,neutral,up,,1,0,1,0.0220096819244839,False,True,0.0220096819244839,high
NVDA,2023-10-11,2023-10-12,2023-10-12,positive,neutral,up,,1,0,1,0.0029697034501958,False,True,0.0029697034501958,low
NVDA,2023-10-12,2023-10-13,2023-10-13,negative,neutral,down,,-1,0,-1,-0.0316114851275967,False,True,0.0316114851275967,high
NVDA,2023-10-13,2023-10-14,2023-10-16,neutral,positive,up,,0,1,1,0.0139460791882206,True,False,0.0139460791882206,low
NVDA,2023-10-16,2023-10-17,2023-10-17,negative,positive,down,,-1,1,-1,-0.0467946943971991,False,True,0.0467946943971991,high
NVDA,2023-10-17,2023-10-18,2023-10-18,neutral,neutral,down,,0,0,-1,-0.0396467884456119,False,False,0.0396467884456119,high
NVDA,2023-10-18,2023-10-19,2023-10-19,positive,neutral,down,,1,0,-1,-0.0022513368075079,False,False,0.0022513368075079,low
NVDA,2023-10-19,2023-10-20,2023-10-20,neutral,negative,down,,0,-1,-1,-0.0169592330919379,True,False,0.0169592330919379,high
NVDA,2023-10-20,2023-10-21,2023-10-23,neutral,negative,up,,0,-1,1,0.0383694734267128,False,False,0.0383694734267128,high
NVDA,2023-10-23,2023-10-24,2023-10-24,positive,positive,up,,1,1,1,0.0160093019143701,True,True,0.0160093019143701,high
NVDA,2023-10-24,2023-10-25,2023-10-25,positive,neutral,down,,1,0,-1,-0.0431486372567238,False,False,0.0431486372567238,high
NVDA,2023-10-25,2023-10-26,2023-10-26,neutral,neutral,down,,0,0,-1,-0.0347782172464603,False,False,0.0347782172464603,high
NVDA,2023-10-26,2023-10-27,2023-10-27,negative,negative,up,,-1,-1,1,0.0043148287818084,False,False,0.0043148287818084,low
NVDA,2023-10-27,2023-10-28,2023-10-30,neutral,positive,up,,0,1,1,0.0163209703233506,True,False,0.0163209703233506,high
NVDA,2023-10-30,2023-10-31,2023-10-31,negative,positive,down,,-1,1,-1,-0.0092563476420859,False,True,0.0092563476420859,low
NVDA,2023-10-31,2023-11-01,2023-11-01,negative,negative,up,,-1,-1,1,0.0378862685112915,False,False,0.0378862685112915,high
NVDA,2023-11-01,2023-11-02,2023-11-02,negative,positive,up,,-1,1,1,0.0279031242662961,True,False,0.0279031242662961,high
NVDA,2023-11-02,2023-11-03,2023-11-03,positive,neutral,up,,1,0,1,0.0344550299140618,False,True,0.0344550299140618,high
NVDA,2023-11-03,2023-11-04,2023-11-06,neutral,neutral,up,,0,0,1,0.016575899674778,False,False,0.016575899674778,high
NVDA,2023-11-06,2023-11-07,2023-11-07,positive,neutral,up,,1,0,1,0.0044589710131031,False,True,0.0044589710131031,low
NVDA,2023-11-07,2023-11-08,2023-11-08,positive,positive,up,,1,1,1,0.013469686792241,True,True,0.013469686792241,low
NVDA,2023-11-08,2023-11-09,2023-11-09,positive,neutral,up,,1,0,1,0.0080731618518816,False,True,0.0080731618518816,low
NVDA,2023-11-09,2023-11-10,2023-11-10,positive,negative,up,,1,-1,1,0.0294994312891783,False,True,0.0294994312891783,high
NVDA,2023-11-10,2023-11-11,2023-11-13,positive,negative,up,,1,-1,1,0.0058963453565816,False,True,0.0058963453565816,low
NVDA,2023-11-13,2023-11-14,2023-11-14,positive,positive,up,,1,1,1,0.0213080896926203,True,True,0.0213080896926203,high
NVDA,2023-11-14,2023-11-15,2023-11-15,positive,neutral,down,,1,0,-1,-0.0154663639655828,False,False,0.0154663639655828,low
NVDA,2023-11-15,2023-11-16,2023-11-16,positive,neutral,up,,1,0,1,0.012109291606168,False,True,0.012109291606168,low
NVDA,2023-11-16,2023-11-17,2023-11-17,positive,positive,down,,1,1,-1,-0.0036782378380503,False,False,0.0036782378380503,low
NVDA,2023-11-17,2023-11-18,2023-11-20,neutral,positive,up,,0,1,1,0.0225364122980613,True,False,0.0225364122980613,high
NVDA,2023-11-20,2023-11-21,2023-11-21,positive,neutral,down,,1,0,-1,-0.0092245461907248,False,False,0.0092245461907248,low
NVDA,2023-11-21,2023-11-22,2023-11-22,negative,neutral,down,,-1,0,-1,-0.024587550754171,False,True,0.024587550754171,high
NVDA,2023-11-22,2023-11-23,2023-11-24,neutral,neutral,down,,0,0,-1,-0.0192954806298557,False,False,0.0192954806298557,high
NVDA,2023-11-24,2023-11-25,2023-11-27,neutral,negative,up,,0,-1,1,0.0097538428027932,False,False,0.0097538428027932,low
NVDA,2023-11-27,2023-11-28,2023-11-28,neutral,neutral,down,,0,0,-1,-0.0087268651645047,False,False,0.0087268651645047,low
NVDA,2023-11-28,2023-11-29,2023-11-29,positive,positive,up,,1,1,1,0.0066707147454192,True,True,0.0066707147454192,low
NVDA,2023-11-29,2023-11-30,2023-11-30,positive,positive,down,,1,1,-1,-0.0284586404082788,False,False,0.0284586404082788,high
NVDA,2023-11-30,2023-12-01,2023-12-01,neutral,neutral,flat,,0,0,-1,-0.0001069289729802,False,False,0.0001069289729802,low
NVDA,2023-12-01,2023-12-02,2023-12-04,neutral,negative,down,,0,-1,-1,-0.0268363323959121,True,False,0.0268363323959121,high
NVDA,2023-12-04,2023-12-05,2023-12-05,neutral,neutral,up,,0,0,1,0.0232037708086882,False,False,0.0232037708086882,high
NVDA,2023-12-05,2023-12-06,2023-12-06,negative,negative,down,,-1,-1,-1,-0.0228278893795181,True,True,0.0228278893795181,high
NVDA,2023-12-06,2023-12-07,2023-12-07,positive,negative,up,,1,-1,1,0.0240204461007056,False,True,0.0240204461007056,high
NVDA,2023-12-07,2023-12-08,2023-12-08,negative,neutral,up,,-1,0,1,0.0195295697978412,False,False,0.0195295697978412,high
NVDA,2023-12-08,2023-12-09,2023-12-11,neutral,positive,down,,0,1,-1,-0.0185029597910227,False,False,0.0185029597910227,high
NVDA,2023-12-11,2023-12-12,2023-12-12,neutral,neutral,up,,0,0,1,0.0220902613992584,False,False,0.0220902613992584,high
NVDA,2023-12-12,2023-12-13,2023-12-13,positive,negative,up,,1,-1,1,0.0090437866910557,False,True,0.0090437866910557,low
NVDA,2023-12-13,2023-12-14,2023-12-14,positive,neutral,up,,1,0,1,0.0054482868092535,False,True,0.0054482868092535,low
NVDA,2023-12-14,2023-12-15,2023-12-15,neutral,neutral,up,,0,0,1,0.011168581852518,False,False,0.011168581852518,low
