ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,target_sentiment_label,structured_generated_label,structured_sentiment_match,target_direction_label,generated_direction_label,real_net_sentiment,generated_net_sentiment,kl_divergence
AMD,2023-05-15,2023-05-16,0.011424268393720408,0.8969817002837991,0.09159403132248056,0.008752460762673686,0.2446361679000403,0.7466113713372861,neutral,positive,False,neutral,neutral,True,up,up,0.08016976292876016,0.7378589105746124,0.9762783162681984
NVDA,2023-05-15,2023-05-16,0.012257880457962415,0.8126413752209013,0.17510074432113626,0.748926090180582,0.15165622553578814,0.09941768428362983,neutral,negative,False,positive,neutral,False,up,down,0.16284286386317384,-0.6495084058969521,1.4128619868790755
AMD,2023-05-16,2023-05-17,0.018957891417647515,0.9400237622867716,0.04101834629558085,0.00825753746498097,0.09468243310731403,0.897060029427705,neutral,positive,False,neutral,neutral,True,up,down,0.022060454877933334,0.8888024919627241,2.0469185643938705
NVDA,2023-05-16,2023-05-17,0.010398645681914353,0.8541921806167477,0.13540917370133787,0.0136607788385949,0.6557413602218762,0.3305978609395288,neutral,neutral,True,positive,neutral,False,up,down,0.12501052801942353,0.3169370821009339,0.1021359161333849
AMD,2023-05-17,2023-05-18,0.017082103487660916,0.2530576122656709,0.7298602842466682,0.9721818946596603,0.015759464969763094,0.012058640370576546,positive,negative,False,positive,neutral,False,up,down,0.7127781807590072,-0.9601232542890837,3.628164023040394
NVDA,2023-05-17,2023-05-18,0.018126149276420808,0.062730538758466,0.9191433119651132,0.9710994425277532,0.014699033585150744,0.014201523887096057,positive,negative,False,positive,neutral,False,up,down,0.9010171626886925,-0.9568979186406571,3.8517775516323702
AMD,2023-05-18,2023-05-19,0.01137112742507844,0.8833171203265471,0.10531175224837454,0.03887348842556913,0.9325073592687873,0.028619152305643637,neutral,neutral,True,neutral,neutral,True,down,down,0.0939406248232961,-0.010254336119925496,0.07535810933992458
NVDA,2023-05-18,2023-05-19,0.7990595310681191,0.1574634056621933,0.0434770632696876,0.9722189613515448,0.01639777931875648,0.011383259329698702,negative,negative,True,positive,neutral,False,down,down,-0.7555824677984315,-0.9608357020218461,0.2577208068750426
AMD,2023-05-22,2023-05-23,0.010810367360324884,0.8165329390565701,0.172656693583105,0.034573463019584,0.6270711036162075,0.3383554333642084,neutral,neutral,True,neutral,neutral,True,up,up,0.1618463262227801,0.3037819703446244,0.08684074899618102
NVDA,2023-05-22,2023-05-23,0.010574692919336406,0.7062029281977728,0.2832223788828908,0.026122671461522393,0.02118950626816669,0.9526878222703109,neutral,positive,False,neutral,neutral,True,down,down,0.27264768596355443,0.9265651508087885,2.1231001067145012
AMD,2023-05-23,2023-05-24,0.15999334275692745,0.5839264653888255,0.2560801918542471,0.021749631583207828,0.02409320995645644,0.9541571584603358,neutral,positive,False,positive,positive,True,up,up,0.09608684909731963,0.9324075268771279,1.8439074990004554
NVDA,2023-05-23,2023-05-24,0.04619117539732112,0.863068477494055,0.09074034710862389,0.017302211245132898,0.054103504463259094,0.928594284291608,neutral,positive,False,positive,neutral,False,down,down,0.044549171711302765,0.9112920730464751,2.2246757484243553
AMD,2023-05-24,2023-05-25,0.02320881213853671,0.06248835171559846,0.9143028361458648,0.11089228881460089,0.04768556426966715,0.8414221469157319,positive,positive,True,positive,positive,True,up,up,0.8910940240073281,0.730529858101131,0.05654423272379347
NVDA,2023-05-24,2023-05-25,0.013902937204513986,0.896969446788229,0.08912761600725705,0.026728282219931666,0.02195481468972785,0.9513169030903404,neutral,positive,False,positive,neutral,False,up,down,0.07522467880274306,0.9245886208704088,3.1076666666134987
AMD,2023-05-25,2023-05-26,0.023227634038185518,0.9422761850558753,0.03449618090593916,0.02866913399598847,0.03576574501220692,0.9355651209918046,neutral,positive,False,positive,positive,True,up,up,0.01126854686775364,0.9068959869958161,2.9637387274798197
NVDA,2023-05-25,2023-05-26,0.11455437541007996,0.7197349071502686,0.1657107174396515,0.01854998942520497,0.7809777652217286,0.20047224535306649,neutral,neutral,True,positive,neutral,False,up,down,0.05115634202957153,0.18192225592786151,0.11822256116200366
AMD,2023-05-26,2023-05-27,0.09330871164743702,0.6671521812785904,0.23953910707397252,0.01609278872781971,0.8291323339404973,0.154774877331683,neutral,neutral,True,neutral,neutral,True,down,down,0.1462303954265355,0.13868208860386327,0.12359825189398387
NVDA,2023-05-26,2023-05-27,0.0197436458211495,0.9289037110327295,0.051352643146120945,0.00865222367701231,0.28397102486207265,0.707376751460915,neutral,positive,False,positive,neutral,False,up,down,0.031608997324971445,0.6987245277839027,0.9824730127641336
AMD,2023-05-30,2023-05-31,0.010492661870153045,0.7714795994434543,0.21802773868639266,0.025396878562041186,0.9478290328189851,0.026774088618973717,neutral,neutral,True,neutral,neutral,True,down,down,0.20753507681623962,0.0013772100569325318,0.2891502976843156
NVDA,2023-05-30,2023-05-31,0.5633559990929365,0.0893776741438411,0.34726632676322244,0.10396670153625426,0.016924780429612932,0.8791085180341328,negative,positive,False,positive,neutral,False,down,down,-0.2160896723297141,0.7751418164978785,0.778168149415156
AMD,2023-05-31,2023-06-01,0.015244785054634804,0.07709793618919562,0.9076572787561695,0.015765153458906465,0.8001759946411846,0.18405885189990892,positive,neutral,False,positive,positive,True,up,up,0.8924124937015347,0.16829369844100245,1.267366236922242
NVDA,2023-05-31,2023-06-01,0.052528095877404694,0.13567539443036641,0.8117965096922289,0.34907432491030244,0.45558106634504,0.19534460874465756,positive,neutral,False,positive,neutral,False,up,down,0.7592684138148242,-0.15372971616564488,0.8925618917460564
AMD,2023-06-01,2023-06-02,0.015547649336602479,0.06807961460746,0.9163727360559375,0.048887803157109944,0.9049753456362716,0.04613685120661843,positive,neutral,False,positive,positive,True,down,up,0.900825086719335,-0.0027509519504915134,2.544915802986752
NVDA,2023-06-01,2023-06-02,0.0292217122366259,0.7519848606593225,0.2187934271040517,0.029644113696607508,0.03752952525458169,0.9328263610488108,neutral,positive,False,positive,neutral,False,down,down,0.1895717148674258,0.9031822473522033,1.9364511989920203
AMD,2023-06-02,2023-06-03,0.012807671410102556,0.8767137225360554,0.11047860605384206,0.02447466884402447,0.023264958978590905,0.9522603721773846,neutral,positive,False,neutral,positive,False,flat,up,0.09767093464373951,0.9277857033333601,2.9355307347303783
NVDA,2023-06-02,2023-06-03,0.00996094329493613,0.6943949085893997,0.2956441481156642,0.024063868602503254,0.026377972563745015,0.9495581588337517,neutral,positive,False,positive,neutral,False,down,down,0.28568320482072806,0.9254942902312485,1.9172711234363986
AMD,2023-06-05,2023-06-06,0.9588726287933222,0.026053419676374527,0.015073951530303173,0.04333528463416468,0.9337211760345737,0.022943539331261635,negative,neutral,False,positive,positive,True,up,up,-0.943798677263019,-0.020391745302903046,2.869850155272524
NVDA,2023-06-05,2023-06-06,0.009652034658205765,0.22783812048191365,0.7625098448598806,0.025042949664195156,0.9101300988181883,0.06482695151761651,positive,neutral,False,positive,neutral,False,down,down,0.7528578102016749,0.03978400185342136,1.554758551184512
AMD,2023-06-06,2023-06-07,0.010105110008854187,0.7385495477018307,0.2513453422893151,0.028712244490442837,0.9404507209327018,0.03083703457685534,neutral,neutral,True,neutral,positive,False,down,up,0.2412402322804609,0.0021247900864125036,0.3383119057417951
NVDA,2023-06-06,2023-06-07,0.020899442216214908,0.03370357185533668,0.9453969859284485,0.02450143446312706,0.021965657206899462,0.9535329083299735,positive,positive,True,positive,neutral,False,down,down,0.9244975437122336,0.9290314738668465,0.0030049780432474414
AMD,2023-06-07,2023-06-08,0.020116040745400424,0.0689037823720397,0.9109801768825598,0.010786358709074354,0.8145500755311952,0.17466356575973044,positive,neutral,False,positive,positive,True,up,up,0.8908641361371594,0.1638772070506561,1.3469789222898338
NVDA,2023-06-07,2023-06-08,0.026035968699231162,0.9015334416466475,0.07243058965412136,0.007471449155327055,0.1267611971584065,0.8657673536862664,neutral,positive,False,positive,neutral,False,up,down,0.04639462095489019,0.8582959045309394,1.6214248916133815
AMD,2023-06-08,2023-06-09,0.25379143677898863,0.545743080719893,0.20046548250111834,0.029750625613631003,0.9371463953172577,0.03310297906911121,neutral,neutral,True,positive,neutral,False,up,down,-0.05332595427787029,0.0033523534554802045,0.6100068499326341
NVDA,2023-06-08,2023-06-09,0.04678281891152163,0.049874612499484,0.9033425685889944,0.012049139668007178,0.49568390779650034,0.4922669525354925,positive,neutral,False,positive,neutral,False,up,down,0.8565597496774728,0.4802178128674853,0.49733041737093775
AMD,2023-06-09,2023-06-10,0.014566201499608137,0.9314242462601625,0.054009552240229367,0.04033916462968898,0.02918425133142655,0.9304765840388844,neutral,positive,False,neutral,neutral,True,up,down,0.03944335074062123,0.8901374194091954,3.057024385767103
NVDA,2023-06-09,2023-06-10,0.0072999822016346465,0.15571452089917093,0.8369854968991944,0.9703132663431111,0.02225752073282514,0.007429212924063734,positive,negative,False,neutral,neutral,True,up,down,0.8296855146975598,-0.9628840534190474,4.221466552283727
AMD,2023-06-12,2023-06-13,0.012311744102359709,0.21905938566934458,0.7686288702282957,0.05984729573016834,0.9018738337000745,0.03827887056975715,positive,neutral,False,positive,neutral,False,down,down,0.756317126125936,-0.021568425160411187,1.9761980928323186
NVDA,2023-06-12,2023-06-13,0.010840724709451303,0.1488881944202999,0.8402710808702488,0.9745934345386522,0.016644927315285718,0.008761638146062019,positive,negative,False,positive,neutral,False,up,down,0.8294303561607975,-0.9658317963925902,4.1119022060735775
AMD,2023-06-13,2023-06-14,0.04438060944207694,0.04533897390967951,0.9102804166482436,0.008028895706342007,0.802187036753451,0.18978406754020696,positive,neutral,False,positive,neutral,False,up,down,0.8658998072061667,0.18175517183386497,1.3728107014201734
NVDA,2023-06-13,2023-06-14,0.01030339976547751,0.7789023699914657,0.2107942302430568,0.971880818328437,0.02037291900780296,0.0077462626637601175,neutral,negative,False,positive,neutral,False,up,down,0.2004908304775793,-0.9641345556646769,3.487618266011314
AMD,2023-06-14,2023-06-15,0.0150893801754217,0.898504890259698,0.0864057295648803,0.9688351135751673,0.017202721071405476,0.013962165353427253,neutral,negative,False,neutral,neutral,True,down,down,0.07131634938945859,-0.9548729482217401,3.6488723718680753
NVDA,2023-06-14,2023-06-15,0.8934935714124742,0.08974701550636693,0.016759413081158886,0.055253525176833004,0.8973388203876336,0.04740765443553343,negative,neutral,False,positive,neutral,False,down,down,-0.8767341583313153,-0.007845870741299575,2.2627137206548693
AMD,2023-06-15,2023-06-16,0.9067785751894651,0.0706095146796527,0.022611910130882196,0.9715018282557116,0.015618384858995476,0.01287978688529294,negative,negative,True,positive,neutral,False,down,down,-0.884166665058583,-0.9586220413704187,0.056738375948340414
NVDA,2023-06-15,2023-06-16,0.00882695259204046,0.6834660299767932,0.30770701743116635,0.9702732698564409,0.012147515250568026,0.017579214892991094,neutral,negative,False,positive,neutral,False,flat,down,0.2988800648391259,-0.9526940549634498,3.5937092869556935
AMD,2023-06-16,2023-06-17,0.12330663949251175,0.8483229279518127,0.028370432555675507,0.010508738066675585,0.18940276692052307,0.8000884950128013,neutral,positive,False,neutral,neutral,True,down,down,-0.09493620693683624,0.7895797569461257,1.4808622098292321
NVDA,2023-06-16,2023-06-17,0.013877081141166793,0.8183708419568141,0.16775207690201915,0.9753694892058116,0.016307966515735243,0.008322544278453243,neutral,negative,False,neutral,neutral,True,up,down,0.15387499576085237,-0.9670469449273583,3.6492966969953193
AMD,2023-06-20,2023-06-21,0.03620088939892585,0.9221381189486639,0.04166099165241026,0.040341817218268454,0.9351476517985357,0.02451053098319593,neutral,neutral,True,neutral,neutral,True,down,down,0.0054601022534844085,-0.015831286235072524,0.0052602376554821495
NVDA,2023-06-20,2023-06-21,0.025571282762503006,0.9178870251932216,0.05654169204427531,0.9737887316508429,0.015708508764653337,0.01050275958450376,neutral,negative,False,positive,neutral,False,down,down,0.030970409281772304,-0.9632859720663391,3.735953220811055
AMD,2023-06-21,2023-06-22,0.04271802630963147,0.8786181113278332,0.07866386236253535,0.009641626124975645,0.871768493252504,0.11858988062252035,neutral,neutral,True,positive,neutral,False,down,down,0.03594583605290388,0.10894825449754471,0.038173056851485185
NVDA,2023-06-21,2023-06-22,0.01793199126067712,0.051602559992804525,0.9304654487465184,0.9590855584357604,0.015203320938800006,0.025711120625439603,positive,negative,False,positive,neutral,False,flat,down,0.9125334574858412,-0.9333744378103208,3.330921259534441
AMD,2023-06-22,2023-06-23,0.008861627066590274,0.8345491544155751,0.15658921851783467,0.019450712007063418,0.8458802290393301,0.13466905895360645,neutral,neutral,True,neutral,neutral,True,down,down,0.1477275914512444,0.11521834694654304,0.005393090542997656
NVDA,2023-06-22,2023-06-23,0.8149127667737293,0.1176972805595875,0.06738995266668323,0.9264738722980961,0.018826516025451392,0.05469961167645252,negative,negative,True,positive,neutral,False,down,down,-0.747522814107046,-0.8717742606216435,0.12522441188550076
AMD,2023-06-23,2023-06-24,0.008440766200546563,0.7747359612113847,0.2168232725880688,0.03443417762283567,0.9403460796986908,0.02521974267847357,neutral,neutral,True,neutral,neutral,True,down,down,0.20838250638752223,-0.0092144349443621,0.3045318319860395
NVDA,2023-06-23,2023-06-24,0.06157155764821505,0.9104123796374759,0.028016062714309085,0.8445895410365235,0.11824096218236226,0.037169496781114225,neutral,negative,False,negative,neutral,False,down,down,-0.033555494933905965,-0.8074200442554093,1.689154391747568
AMD,2023-06-26,2023-06-27,0.013471223112838944,0.8727280302481049,0.1138007466390562,0.013684430452754628,0.8396952928164897,0.14662027673075567,neutral,neutral,True,positive,neutral,False,up,down,0.10032952352621727,0.13293584627800104,0.00462581117221415
NVDA,2023-06-26,2023-06-27,0.01713249170304236,0.03343759266543651,0.9494299156315211,0.026218342061060926,0.02079284820000558,0.9529888097389335,positive,positive,True,positive,neutral,False,up,down,0.9322974239284788,0.9267704676778726,0.005043438469130447
AMD,2023-06-27,2023-06-28,0.6245965221986952,0.32989292599500136,0.045510551806303444,0.012278939654486905,0.5133456015649512,0.47437545878056186,negative,neutral,False,negative,neutral,False,down,down,-0.5790859703923917,0.46209651912607497,2.201625665008066
NVDA,2023-06-27,2023-06-28,0.01596205776703702,0.9012376607202089,0.08280028151275405,0.970841325567073,0.008504359784900216,0.020654314648026726,neutral,negative,False,neutral,neutral,True,down,down,0.06683822374571703,-0.9501870109190463,4.2520399686508314
AMD,2023-06-28,2023-06-29,0.024795431366613902,0.9419932260141534,0.03321134261923273,0.011328435851110503,0.8678841857613792,0.1207873783875103,neutral,neutral,True,neutral,neutral,True,up,down,0.00841591125261883,0.1094589425363998,0.05372957420920352
NVDA,2023-06-28,2023-06-29,0.3126167356967926,0.35171520709991455,0.33566805720329285,0.03531065022330397,0.018478737245136205,0.9462106125315598,neutral,positive,False,positive,neutral,False,down,down,0.023051321506500244,0.9108999623082559,1.3701091513674166
AMD,2023-06-29,2023-06-30,0.007798924928761887,0.2299096092121825,0.7622914658590556,0.18482189544341435,0.7822860129645759,0.03289209159200974,positive,neutral,False,neutral,neutral,True,up,down,0.7544925409302937,-0.15192980385140462,2.0897368682832327
NVDA,2023-06-29,2023-06-30,0.04115751977423132,0.5121459770148256,0.44669650321094306,0.021956060817854655,0.9136981078359595,0.06434583134618581,neutral,neutral,True,positive,neutral,False,up,down,0.40553898343671174,0.04238977052833115,0.59490781048083
NVDA,2023-06-30,2023-07-01,0.022370454923977923,0.02709325151562325,0.9505362935603988,0.9746394844226491,0.018442481927969323,0.006918033649381564,positive,negative,False,neutral,neutral,True,up,down,0.9281658386364209,-0.9677214507732675,4.605377566548166
AMD,2023-07-03,2023-07-04,0.03761921162052181,0.9132421816865097,0.04913860669296846,0.01758494254328225,0.9406771800022897,0.041737877454428036,neutral,neutral,True,neutral,neutral,True,down,down,0.011519395072446655,0.024152934911145788,0.0095985618353894
NVDA,2023-07-03,2023-07-04,0.00972966160726163,0.8578301340611321,0.13244020433160628,0.5838772524026651,0.3095020582638221,0.10662068933351287,neutral,negative,False,neutral,neutral,True,down,down,0.12271054272434465,-0.4772565630691522,0.8633894499090634
AMD,2023-07-05,2023-07-06,0.02130749869018336,0.928782521733291,0.04990997957652568,0.02687412237977738,0.022372805498916137,0.9507530721213064,neutral,positive,False,positive,neutral,False,down,down,0.028602480886342322,0.9238789497415291,3.3086381331128383
NVDA,2023-07-05,2023-07-06,0.019107360179267525,0.9384728565237724,0.042419783296960036,0.027793581080341058,0.020206323194598006,0.952000095725061,neutral,positive,False,positive,neutral,False,down,down,0.02331242311769251,0.9242065146447199,3.4629753095583693
AMD,2023-07-06,2023-07-07,0.015020853741889842,0.3604829883916481,0.6244961578664621,0.024788626523718417,0.9415400291061764,0.03367134437010522,positive,neutral,False,positive,neutral,False,down,down,0.6094753041245722,0.008882717846386806,1.4701006044817728
NVDA,2023-07-06,2023-07-07,0.022119823760837973,0.8298797576506445,0.14800041858851753,0.30135790299439924,0.05524963657091355,0.6433924604346872,neutral,positive,False,positive,neutral,False,up,down,0.12588059482767955,0.342034557440288,1.9732264307933864
AMD,2023-07-07,2023-07-08,0.017719123512506485,0.9449363350868225,0.037344541400671005,0.02264839736259936,0.9472536430868697,0.030097959550530958,neutral,neutral,True,neutral,neutral,True,up,down,0.01962541788816452,0.007449562187931597,0.0013927798936505123
NVDA,2023-07-07,2023-07-08,0.016675822188320425,0.9410620191535053,0.042262158658174294,0.9726798674804512,0.02037170558773115,0.006948426931817659,neutral,negative,False,positive,neutral,False,down,down,0.02558633646985387,-0.9657314405486336,3.6154545771758446
AMD,2023-07-10,2023-07-11,0.0198819655554705,0.8453720792282893,0.13474595521624022,0.012735352080503585,0.7573006886760287,0.22996395924346769,neutral,neutral,True,positive,neutral,False,down,down,0.11486398966076972,0.2172286071629641,0.02983496175808889
NVDA,2023-07-10,2023-07-11,0.8719938126204093,0.11026377641647221,0.017742410963118484,0.023946594056184597,0.9391375165275075,0.036915889416307864,negative,neutral,False,positive,neutral,False,up,down,-0.8542514016572909,0.012969295360123267,2.8855854588319936
AMD,2023-07-11,2023-07-12,0.7938319370725012,0.030592078058122862,0.17557598486937598,0.019254979678670823,0.8396561552417652,0.14108886507956403,negative,neutral,False,positive,neutral,False,up,down,-0.6182559522031252,0.12183388540089321,2.8894086426652574
NVDA,2023-07-11,2023-07-12,0.010409173894972621,0.9071518478452365,0.08243897825979091,0.9744559762402022,0.018789744459589343,0.006754279300208448,neutral,negative,False,positive,neutral,False,up,down,0.07202980436481829,-0.9677016969399937,3.676029846607195
AMD,2023-07-12,2023-07-13,0.011420455325172591,0.9268822316060108,0.06169731306881659,0.023119024749178374,0.03913289220292642,0.9377480830478953,neutral,positive,False,neutral,neutral,True,up,down,0.050276857743643995,0.9146290582987169,2.7575079073191047
