ticker,date_t,date_t1,target_market_date,real_label,generated_label,target_direction_label,generated_direction_label,real_signal,generated_signal,actual_direction,actual_return_1d,generated_direction_correct,real_direction_correct,abs_return_1d,volatility_bucket
AMD,2023-06-21,2023-06-22,2023-06-22,neutral,neutral,down,down,0,-1,-1,-0.0125769659658638,True,False,0.0125769659658638,low
NVDA,2023-06-21,2023-06-22,2023-06-22,positive,negative,flat,down,1,-1,-1,-0.0004645520714839,True,False,0.0004645520714839,low
AMD,2023-06-22,2023-06-23,2023-06-23,neutral,neutral,down,down,0,-1,-1,-0.0062330156371578,True,False,0.0062330156371578,low
NVDA,2023-06-22,2023-06-23,2023-06-23,negative,negative,down,down,-1,-1,-1,-0.0189657609099451,True,True,0.0189657609099451,high
AMD,2023-06-23,2023-06-24,2023-06-26,neutral,neutral,down,down,0,-1,-1,-0.0227252063580921,True,False,0.0227252063580921,high
NVDA,2023-06-23,2023-06-24,2023-06-26,neutral,negative,down,down,0,-1,-1,-0.0373616924823829,True,False,0.0373616924823829,high
AMD,2023-06-26,2023-06-27,2023-06-27,neutral,neutral,up,down,0,-1,1,0.0267881796687958,False,False,0.0267881796687958,high
NVDA,2023-06-26,2023-06-27,2023-06-27,positive,positive,up,down,1,-1,1,0.0306162502986686,False,True,0.0306162502986686,high
AMD,2023-06-27,2023-06-28,2023-06-28,negative,neutral,down,down,-1,-1,-1,-0.0019929452116996,True,True,0.0019929452116996,low
NVDA,2023-06-27,2023-06-28,2023-06-28,neutral,negative,down,down,0,-1,-1,-0.0181249135735486,True,False,0.0181249135735486,high
AMD,2023-06-28,2023-06-29,2023-06-29,neutral,neutral,up,down,0,-1,1,0.0097122602578552,False,False,0.0097122602578552,low
NVDA,2023-06-28,2023-06-29,2023-06-29,neutral,positive,down,down,0,-1,-1,-0.0071746960985102,True,False,0.0071746960985102,low
AMD,2023-06-29,2023-06-30,2023-06-30,positive,neutral,up,down,1,-1,1,0.0240022100828307,False,True,0.0240022100828307,high
NVDA,2023-06-29,2023-06-30,2023-06-30,neutral,neutral,up,down,0,-1,1,0.0362549505935854,False,False,0.0362549505935854,high
NVDA,2023-06-30,2023-07-01,2023-07-03,positive,negative,up,down,1,-1,1,0.0026239909678007,False,True,0.0026239909678007,low
AMD,2023-07-03,2023-07-04,2023-07-05,neutral,neutral,down,down,0,-1,-1,-0.0161457671516951,True,False,0.0161457671516951,low
NVDA,2023-07-03,2023-07-04,2023-07-05,neutral,negative,down,down,0,-1,-1,-0.0022633829430778,True,False,0.0022633829430778,low
AMD,2023-07-05,2023-07-06,2023-07-06,neutral,positive,down,down,0,-1,-1,-0.0041245599288789,True,False,0.0041245599288789,low
NVDA,2023-07-05,2023-07-06,2023-07-06,neutral,positive,down,down,0,-1,-1,-0.0050570856892921,True,False,0.0050570856892921,low
AMD,2023-07-06,2023-07-07,2023-07-07,positive,neutral,down,down,1,-1,-1,-0.002731804536639,True,False,0.002731804536639,low
NVDA,2023-07-06,2023-07-07,2023-07-07,neutral,positive,up,down,0,-1,1,0.0095004561454787,False,False,0.0095004561454787,low
AMD,2023-07-07,2023-07-08,2023-07-10,neutral,neutral,up,down,0,-1,1,0.003622900669286,False,False,0.003622900669286,low
NVDA,2023-07-07,2023-07-08,2023-07-10,neutral,negative,down,down,0,-1,-1,-0.0075994179092876,True,False,0.0075994179092876,low
AMD,2023-07-10,2023-07-11,2023-07-11,neutral,neutral,down,down,0,-1,-1,-0.0198978878305717,True,False,0.0198978878305717,high
NVDA,2023-07-10,2023-07-11,2023-07-11,negative,neutral,up,down,-1,-1,1,0.0053342454360647,False,False,0.0053342454360647,low
AMD,2023-07-11,2023-07-12,2023-07-12,negative,neutral,up,down,-1,-1,1,0.0292849635749867,False,False,0.0292849635749867,high
NVDA,2023-07-11,2023-07-12,2023-07-12,neutral,negative,up,down,0,-1,1,0.0353024806283002,False,False,0.0353024806283002,high
AMD,2023-07-12,2023-07-13,2023-07-13,neutral,positive,up,down,0,-1,1,0.0116948535213536,False,False,0.0116948535213536,low
NVDA,2023-07-12,2023-07-13,2023-07-13,positive,negative,up,down,1,-1,1,0.0472643784507751,False,True,0.0472643784507751,high
AMD,2023-07-13,2023-07-14,2023-07-14,positive,neutral,flat,down,1,-1,1,0.0001725696409327,False,True,0.0001725696409327,low
NVDA,2023-07-13,2023-07-14,2023-07-14,positive,positive,down,down,1,-1,-1,-0.0110489898648382,True,False,0.0110489898648382,low
AMD,2023-07-14,2023-07-15,2023-07-17,neutral,neutral,up,down,0,-1,1,0.0205278351155873,False,False,0.0205278351155873,high
NVDA,2023-07-14,2023-07-15,2023-07-17,neutral,positive,up,down,0,-1,1,0.0218169901805673,False,False,0.0218169901805673,high
AMD,2023-07-17,2023-07-18,2023-07-18,negative,negative,down,down,-1,-1,-1,-0.0032961408946444,True,True,0.0032961408946444,low
NVDA,2023-07-17,2023-07-18,2023-07-18,positive,neutral,up,down,1,-1,1,0.0222337224470814,False,True,0.0222337224470814,high
AMD,2023-07-18,2023-07-19,2023-07-19,neutral,neutral,down,down,0,-1,-1,-0.0127194097864694,True,False,0.0127194097864694,low
NVDA,2023-07-18,2023-07-19,2023-07-19,neutral,negative,down,down,0,-1,-1,-0.00878005266875,True,False,0.00878005266875,low
AMD,2023-07-19,2023-07-20,2023-07-20,negative,positive,down,down,-1,-1,-1,-0.0530791058058689,True,True,0.0530791058058689,high
NVDA,2023-07-19,2023-07-20,2023-07-20,neutral,negative,down,down,0,-1,-1,-0.0330734587515243,True,False,0.0330734587515243,high
AMD,2023-07-20,2023-07-21,2023-07-21,positive,neutral,up,down,1,-1,1,0.0063491786688634,False,True,0.0063491786688634,low
NVDA,2023-07-20,2023-07-21,2023-07-21,neutral,positive,down,down,0,-1,-1,-0.0266037420403183,True,False,0.0266037420403183,high
AMD,2023-07-21,2023-07-22,2023-07-24,neutral,positive,down,down,0,-1,-1,-0.0030644105204368,True,False,0.0030644105204368,low
NVDA,2023-07-21,2023-07-22,2023-07-24,neutral,positive,up,down,0,-1,1,0.0068383718149227,False,False,0.0068383718149227,low
AMD,2023-07-24,2023-07-25,2023-07-25,neutral,positive,up,down,0,-1,1,0.0216074439604041,False,False,0.0216074439604041,high
NVDA,2023-07-24,2023-07-25,2023-07-25,neutral,neutral,up,down,0,-1,1,0.0239173620203496,False,False,0.0239173620203496,high
AMD,2023-07-25,2023-07-26,2023-07-26,neutral,positive,down,down,0,-1,-1,-0.0257522447974281,True,False,0.0257522447974281,high
NVDA,2023-07-25,2023-07-26,2023-07-26,neutral,neutral,down,down,0,-1,-1,-0.0049694867650158,True,False,0.0049694867650158,low
AMD,2023-07-26,2023-07-27,2023-07-27,neutral,positive,up,down,0,-1,1,0.0091743316361874,False,False,0.0091743316361874,low
NVDA,2023-07-26,2023-07-27,2023-07-27,positive,negative,up,down,1,-1,1,0.009856592996591,False,True,0.009856592996591,low
AMD,2023-07-27,2023-07-28,2023-07-28,neutral,positive,up,down,0,-1,1,0.0167416798910651,False,False,0.0167416798910651,high
NVDA,2023-07-27,2023-07-28,2023-07-28,positive,positive,up,down,1,-1,1,0.0185184846593491,False,True,0.0185184846593491,high
AMD,2023-07-28,2023-07-29,2023-07-31,positive,negative,up,down,1,-1,1,0.0127478970704435,False,True,0.0127478970704435,low
NVDA,2023-07-28,2023-07-29,2023-07-31,neutral,positive,flat,down,0,-1,-1,-0.0004491959026152,True,False,0.0004491959026152,low
AMD,2023-07-31,2023-08-01,2023-08-01,positive,neutral,up,down,1,-1,1,0.02797200092273,False,True,0.02797200092273,high
NVDA,2023-07-31,2023-08-01,2023-08-01,positive,negative,down,down,1,-1,-1,-0.0047507997525169,True,False,0.0047507997525169,low
AMD,2023-08-01,2023-08-02,2023-08-02,negative,negative,down,down,-1,-1,-1,-0.070153062134737,True,True,0.070153062134737,high
NVDA,2023-08-01,2023-08-02,2023-08-02,negative,neutral,down,down,-1,-1,-1,-0.0481217658389253,True,True,0.0481217658389253,high
AMD,2023-08-02,2023-08-03,2023-08-03,neutral,negative,up,down,0,-1,1,0.0347508285759796,False,False,0.0347508285759796,high
NVDA,2023-08-02,2023-08-03,2023-08-03,positive,neutral,up,down,1,-1,1,0.0055568993420251,False,True,0.0055568993420251,low
AMD,2023-08-03,2023-08-04,2023-08-04,neutral,neutral,up,down,0,-1,1,0.0235969786384373,False,False,0.0235969786384373,high
NVDA,2023-08-03,2023-08-04,2023-08-04,neutral,positive,up,down,0,-1,1,0.0037066363650386,False,False,0.0037066363650386,low
AMD,2023-08-04,2023-08-05,2023-08-07,neutral,positive,up,down,0,-1,1,0.0085477280813166,False,False,0.0085477280813166,low
NVDA,2023-08-04,2023-08-05,2023-08-07,negative,positive,up,down,-1,-1,1,0.0164950650556146,False,False,0.0164950650556146,low
AMD,2023-08-07,2023-08-08,2023-08-08,neutral,neutral,down,down,0,-1,-1,-0.0306480119551785,True,False,0.0306480119551785,high
NVDA,2023-08-07,2023-08-08,2023-08-08,neutral,positive,down,down,0,-1,-1,-0.0165796586099171,True,False,0.0165796586099171,high
AMD,2023-08-08,2023-08-09,2023-08-09,negative,neutral,down,down,-1,-1,-1,-0.0243751837357996,True,True,0.0243751837357996,high
NVDA,2023-08-08,2023-08-09,2023-08-09,negative,positive,down,down,-1,-1,-1,-0.0472416384817737,True,True,0.0472416384817737,high
AMD,2023-08-09,2023-08-10,2023-08-10,neutral,neutral,down,down,0,-1,-1,-0.0021725161683491,True,False,0.0021725161683491,low
NVDA,2023-08-09,2023-08-10,2023-08-10,neutral,positive,down,down,0,-1,-1,-0.0039009344098702,True,False,0.0039009344098702,low
AMD,2023-08-10,2023-08-11,2023-08-11,negative,neutral,down,down,-1,-1,-1,-0.0241313941858104,True,True,0.0241313941858104,high
NVDA,2023-08-10,2023-08-11,2023-08-11,negative,neutral,down,down,-1,-1,-1,-0.036165917910394,True,True,0.036165917910394,high
AMD,2023-08-11,2023-08-12,2023-08-14,neutral,positive,up,down,0,-1,1,0.0409965945395607,False,False,0.0409965945395607,high
NVDA,2023-08-11,2023-08-12,2023-08-14,neutral,neutral,up,down,0,-1,1,0.0709337618965941,False,False,0.0709337618965941,high
AMD,2023-08-14,2023-08-15,2023-08-15,neutral,positive,down,down,0,-1,-1,-0.0056260480793555,True,False,0.0056260480793555,low
NVDA,2023-08-14,2023-08-15,2023-08-15,negative,negative,up,down,-1,-1,1,0.0042739990789553,False,False,0.0042739990789553,low
AMD,2023-08-15,2023-08-16,2023-08-16,negative,neutral,down,down,-1,-1,-1,-0.0373596415780972,True,True,0.0373596415780972,high
NVDA,2023-08-15,2023-08-16,2023-08-16,negative,neutral,down,down,-1,-1,-1,-0.0103322389591032,True,True,0.0103322389591032,low
AMD,2023-08-16,2023-08-17,2023-08-17,positive,neutral,down,down,1,-1,-1,-0.0256553777158764,True,False,0.0256553777158764,high
NVDA,2023-08-16,2023-08-17,2023-08-17,neutral,neutral,down,down,0,-1,-1,-0.003265379451233,True,False,0.003265379451233,low
AMD,2023-08-17,2023-08-18,2023-08-18,neutral,positive,up,down,0,-1,1,0.0096705714594613,False,False,0.0096705714594613,low
NVDA,2023-08-17,2023-08-18,2023-08-18,positive,positive,down,down,1,-1,-1,-0.0010382517027697,True,False,0.0010382517027697,low
AMD,2023-08-18,2023-08-19,2023-08-21,neutral,positive,up,down,0,-1,1,0.0262684149134735,False,False,0.0262684149134735,high
NVDA,2023-08-18,2023-08-19,2023-08-21,neutral,neutral,up,down,0,-1,1,0.0847132563263546,False,False,0.0847132563263546,high
AMD,2023-08-21,2023-08-22,2023-08-22,neutral,negative,down,down,0,-1,-1,-0.0236554937138921,True,False,0.0236554937138921,high
NVDA,2023-08-21,2023-08-22,2023-08-22,negative,positive,down,down,-1,-1,-1,-0.0276577131292693,True,True,0.0276577131292693,high
AMD,2023-08-22,2023-08-23,2023-08-23,neutral,neutral,up,down,0,-1,1,0.035680451565405,False,False,0.035680451565405,high
NVDA,2023-08-22,2023-08-23,2023-08-23,positive,neutral,up,down,1,-1,1,0.0317071447139194,False,True,0.0317071447139194,high
AMD,2023-08-23,2023-08-24,2023-08-24,negative,neutral,down,down,-1,-1,-1,-0.069724913023299,True,True,0.069724913023299,high
NVDA,2023-08-23,2023-08-24,2023-08-24,neutral,negative,flat,down,0,-1,1,0.0009974757871253,False,False,0.0009974757871253,low
AMD,2023-08-24,2023-08-25,2023-08-25,positive,neutral,up,down,1,-1,1,0.0044204021095499,False,True,0.0044204021095499,low
NVDA,2023-08-24,2023-08-25,2023-08-25,neutral,neutral,down,down,0,-1,-1,-0.024277435421386,True,False,0.024277435421386,high
AMD,2023-08-25,2023-08-26,2023-08-28,neutral,positive,up,down,0,-1,1,0.0035207883652963,False,False,0.0035207883652963,low
NVDA,2023-08-25,2023-08-26,2023-08-28,neutral,negative,up,down,0,-1,1,0.0177538680612827,False,False,0.0177538680612827,high
AMD,2023-08-28,2023-08-29,2023-08-29,neutral,neutral,up,down,0,-1,1,0.032258040531186,False,False,0.032258040531186,high
NVDA,2023-08-28,2023-08-29,2023-08-29,positive,positive,up,down,1,-1,1,0.0416142062635807,False,True,0.0416142062635807,high
AMD,2023-08-29,2023-08-30,2023-08-30,neutral,neutral,up,down,0,-1,1,0.0063255115231086,False,False,0.0063255115231086,low
NVDA,2023-08-29,2023-08-30,2023-08-30,negative,positive,up,down,-1,-1,1,0.0098392821075108,False,False,0.0098392821075108,low
AMD,2023-08-30,2023-08-31,2023-08-31,negative,neutral,down,down,-1,-1,-1,-0.008162070992381,True,True,0.008162070992381,low
NVDA,2023-08-30,2023-08-31,2023-08-31,neutral,positive,up,down,0,-1,1,0.0018471825954902,False,False,0.0018471825954902,low
AMD,2023-08-31,2023-09-01,2023-09-01,neutral,positive,up,down,0,-1,1,0.0352818358349453,False,False,0.0352818358349453,high
NVDA,2023-08-31,2023-09-01,2023-09-01,positive,negative,down,down,1,-1,-1,-0.0171411342160532,True,False,0.0171411342160532,high
AMD,2023-09-01,2023-09-02,2023-09-05,neutral,positive,up,down,0,-1,1,0.0121516844964704,False,False,0.0121516844964704,low
NVDA,2023-09-01,2023-09-02,2023-09-05,neutral,positive,flat,down,0,-1,1,0.0008040047362674,False,False,0.0008040047362674,low
AMD,2023-09-05,2023-09-06,2023-09-06,positive,negative,down,down,1,-1,-1,-0.0135403503929296,True,False,0.0135403503929296,low
NVDA,2023-09-05,2023-09-06,2023-09-06,neutral,neutral,down,down,0,-1,-1,-0.0306294698326736,True,False,0.0306294698326736,high
AMD,2023-09-06,2023-09-07,2023-09-07,positive,neutral,down,down,1,-1,-1,-0.0246156887944244,True,False,0.0246156887944244,high
NVDA,2023-09-06,2023-09-07,2023-09-07,negative,neutral,down,down,-1,-1,-1,-0.0174241873412619,True,True,0.0174241873412619,high
AMD,2023-09-07,2023-09-08,2023-09-08,neutral,positive,down,down,0,-1,-1,-0.0046908717251007,True,False,0.0046908717251007,low
NVDA,2023-09-07,2023-09-08,2023-09-08,positive,positive,down,down,1,-1,-1,-0.0144677346212828,True,False,0.0144677346212828,low
AMD,2023-09-08,2023-09-09,2023-09-11,neutral,negative,down,down,0,-1,-1,-0.0072579571085478,True,False,0.0072579571085478,low
NVDA,2023-09-08,2023-09-09,2023-09-11,positive,negative,down,down,1,-1,-1,-0.0086455982734919,True,False,0.0086455982734919,low
AMD,2023-09-11,2023-09-12,2023-09-12,neutral,neutral,flat,down,0,-1,-1,-9.496901119876444e-05,True,False,9.496901119876444e-05,low
NVDA,2023-09-11,2023-09-12,2023-09-12,positive,positive,down,down,1,-1,-1,-0.0068175320366842,True,False,0.0068175320366842,low
AMD,2023-09-12,2023-09-13,2023-09-13,neutral,negative,up,down,0,-1,1,0.0227898735307021,False,False,0.0227898735307021,high
NVDA,2023-09-12,2023-09-13,2023-09-13,positive,positive,up,down,1,-1,1,0.0137063002698174,False,True,0.0137063002698174,low
AMD,2023-09-13,2023-09-14,2023-09-14,positive,positive,down,down,1,-1,-1,-0.0100269412332617,True,False,0.0100269412332617,low
NVDA,2023-09-13,2023-09-14,2023-09-14,positive,negative,up,down,1,-1,1,0.0021106006397386,False,True,0.0021106006397386,low
