ticker,date_t,date_t1,target_market_date,real_label,generated_label,target_direction_label,generated_direction_label,real_signal,generated_signal,actual_direction,actual_return_1d,generated_direction_correct,real_direction_correct,abs_return_1d,volatility_bucket
NVDA,2023-05-18,2023-05-19,2023-05-19,negative,negative,,up,-1,1,-1,-0.0130689931206476,False,True,0.0130689931206476,low
AMD,2023-05-22,2023-05-23,2023-05-23,neutral,neutral,,up,0,1,1,0.0011111365424261,True,False,0.0011111365424261,low
NVDA,2023-05-22,2023-05-23,2023-05-23,neutral,neutral,,up,0,1,-1,-0.0156530940606856,False,False,0.0156530940606856,low
AMD,2023-05-23,2023-05-24,2023-05-24,positive,neutral,,up,1,1,1,0.0013872909052354,True,True,0.0013872909052354,low
NVDA,2023-05-23,2023-05-24,2023-05-24,neutral,negative,,up,0,1,-1,-0.0048878916799,False,False,0.0048878916799,low
AMD,2023-05-24,2023-05-25,2023-05-25,neutral,neutral,,up,0,1,1,0.1115729399242415,True,False,0.1115729399242415,high
NVDA,2023-05-24,2023-05-25,2023-05-25,neutral,negative,,up,0,1,1,0.2436963589428,True,False,0.2436963589428,high
AMD,2023-05-25,2023-05-26,2023-05-26,neutral,negative,,up,0,1,1,0.0555047809710789,True,False,0.0555047809710789,high
NVDA,2023-05-25,2023-05-26,2023-05-26,neutral,neutral,,up,0,1,1,0.0254344290393482,True,False,0.0254344290393482,high
AMD,2023-05-26,2023-05-27,2023-05-30,neutral,negative,,up,0,1,-1,-0.0138550118329789,False,False,0.0138550118329789,low
NVDA,2023-05-26,2023-05-27,2023-05-30,neutral,neutral,,up,0,1,1,0.0299132373308677,True,False,0.0299132373308677,high
AMD,2023-05-30,2023-05-31,2023-05-31,neutral,negative,,up,0,1,-1,-0.0563582481662381,False,False,0.0563582481662381,high
NVDA,2023-05-30,2023-05-31,2023-05-31,positive,negative,,up,1,1,-1,-0.0567674808352143,False,False,0.0567674808352143,high
AMD,2023-05-31,2023-06-01,2023-06-01,neutral,neutral,,up,0,1,1,0.0106590148548268,True,False,0.0106590148548268,low
NVDA,2023-05-31,2023-06-01,2023-06-01,positive,positive,,up,1,1,1,0.0511709267514395,True,True,0.0511709267514395,high
AMD,2023-06-01,2023-06-02,2023-06-02,positive,positive,,up,1,1,-1,-0.0134761914614642,False,False,0.0134761914614642,low
NVDA,2023-06-01,2023-06-02,2023-06-02,neutral,neutral,,up,0,1,-1,-0.0111390693577563,False,False,0.0111390693577563,low
AMD,2023-06-02,2023-06-03,2023-06-05,neutral,negative,,up,0,1,1,0.0005939224033744,True,False,0.0005939224033744,low
NVDA,2023-06-02,2023-06-03,2023-06-05,neutral,negative,,up,0,1,-1,-0.0039666954334697,False,False,0.0039666954334697,low
AMD,2023-06-05,2023-06-06,2023-06-06,negative,positive,,up,-1,1,1,0.0534215469808772,True,False,0.0534215469808772,high
NVDA,2023-06-05,2023-06-06,2023-06-06,positive,negative,,up,1,1,-1,-0.0131985930096705,False,False,0.0131985930096705,low
AMD,2023-06-06,2023-06-07,2023-06-07,neutral,negative,,up,0,1,-1,-0.0515173577472314,False,False,0.0515173577472314,high
NVDA,2023-06-06,2023-06-07,2023-06-07,positive,negative,,up,1,1,-1,-0.0305013937747818,False,False,0.0305013937747818,high
AMD,2023-06-07,2023-06-08,2023-06-08,positive,negative,,up,1,1,1,0.0273275156637948,True,True,0.0273275156637948,high
NVDA,2023-06-07,2023-06-08,2023-06-08,neutral,neutral,,up,0,1,1,0.0276184093276705,True,False,0.0276184093276705,high
AMD,2023-06-08,2023-06-09,2023-06-09,neutral,negative,,up,0,1,1,0.031970219079902,True,False,0.031970219079902,high
NVDA,2023-06-08,2023-06-09,2023-06-09,positive,negative,,up,1,1,1,0.0067515488850355,True,True,0.0067515488850355,low
AMD,2023-06-09,2023-06-10,2023-06-12,neutral,negative,,up,0,1,1,0.0341819111035053,True,False,0.0341819111035053,high
NVDA,2023-06-09,2023-06-10,2023-06-12,positive,negative,,up,1,1,1,0.0183646628174662,True,True,0.0183646628174662,high
AMD,2023-06-12,2023-06-13,2023-06-13,neutral,positive,,up,0,1,-1,-0.0360709309857232,False,False,0.0360709309857232,high
NVDA,2023-06-12,2023-06-13,2023-06-13,positive,positive,,up,1,1,1,0.0390051409815817,True,True,0.0390051409815817,high
AMD,2023-06-13,2023-06-14,2023-06-14,positive,neutral,,up,1,1,1,0.0224845666040696,True,True,0.0224845666040696,high
NVDA,2023-06-13,2023-06-14,2023-06-14,neutral,positive,,up,0,1,1,0.0481449544067322,True,False,0.0481449544067322,high
AMD,2023-06-14,2023-06-15,2023-06-15,neutral,neutral,,up,0,1,-1,-0.0242676817941546,False,False,0.0242676817941546,high
NVDA,2023-06-14,2023-06-15,2023-06-15,negative,neutral,,up,-1,1,-1,-0.008000599037955,False,True,0.008000599037955,low
AMD,2023-06-15,2023-06-16,2023-06-16,negative,neutral,,up,-1,1,-1,-0.0334835488107165,False,True,0.0334835488107165,high
NVDA,2023-06-15,2023-06-16,2023-06-16,neutral,neutral,,up,0,1,1,0.0009143897253502,True,False,0.0009143897253502,low
AMD,2023-06-16,2023-06-17,2023-06-20,neutral,negative,,up,0,1,-1,-0.0095769612620166,False,False,0.0095769612620166,low
NVDA,2023-06-16,2023-06-17,2023-06-20,neutral,negative,,up,0,1,1,0.0261406652148443,True,False,0.0261406652148443,high
AMD,2023-06-20,2023-06-21,2023-06-21,neutral,positive,,up,0,1,-1,-0.0573446538074835,False,False,0.0573446538074835,high
NVDA,2023-06-20,2023-06-21,2023-06-21,neutral,positive,,up,0,1,-1,-0.0174169218331864,False,False,0.0174169218331864,high
AMD,2023-06-21,2023-06-22,2023-06-22,negative,neutral,,up,-1,1,-1,-0.0125769659658638,False,True,0.0125769659658638,low
NVDA,2023-06-21,2023-06-22,2023-06-22,positive,neutral,,up,1,1,-1,-0.0004645520714839,False,False,0.0004645520714839,low
AMD,2023-06-22,2023-06-23,2023-06-23,neutral,negative,,up,0,1,-1,-0.0062330156371578,False,False,0.0062330156371578,low
NVDA,2023-06-22,2023-06-23,2023-06-23,negative,positive,,up,-1,1,-1,-0.0189657609099451,False,True,0.0189657609099451,high
AMD,2023-06-23,2023-06-24,2023-06-26,neutral,positive,,up,0,1,-1,-0.0227252063580921,False,False,0.0227252063580921,high
NVDA,2023-06-23,2023-06-24,2023-06-26,neutral,neutral,,up,0,1,-1,-0.0373616924823829,False,False,0.0373616924823829,high
AMD,2023-06-26,2023-06-27,2023-06-27,neutral,positive,,up,0,1,1,0.0267881796687958,True,False,0.0267881796687958,high
NVDA,2023-06-26,2023-06-27,2023-06-27,positive,negative,,up,1,1,1,0.0306162502986686,True,True,0.0306162502986686,high
AMD,2023-06-27,2023-06-28,2023-06-28,neutral,negative,,up,0,1,-1,-0.0019929452116996,False,False,0.0019929452116996,low
NVDA,2023-06-27,2023-06-28,2023-06-28,neutral,negative,,up,0,1,-1,-0.0181249135735486,False,False,0.0181249135735486,high
AMD,2023-06-28,2023-06-29,2023-06-29,neutral,negative,,up,0,1,1,0.0097122602578552,True,False,0.0097122602578552,low
NVDA,2023-06-28,2023-06-29,2023-06-29,positive,positive,,up,1,1,-1,-0.0071746960985102,False,False,0.0071746960985102,low
AMD,2023-06-29,2023-06-30,2023-06-30,positive,negative,,up,1,1,1,0.0240022100828307,True,True,0.0240022100828307,high
NVDA,2023-06-29,2023-06-30,2023-06-30,neutral,neutral,,up,0,1,1,0.0362549505935854,True,False,0.0362549505935854,high
NVDA,2023-06-30,2023-07-01,2023-07-03,positive,negative,,up,1,1,1,0.0026239909678007,True,True,0.0026239909678007,low
AMD,2023-07-03,2023-07-04,2023-07-05,neutral,neutral,,up,0,1,-1,-0.0161457671516951,False,False,0.0161457671516951,low
NVDA,2023-07-03,2023-07-04,2023-07-05,neutral,negative,,up,0,1,-1,-0.0022633829430778,False,False,0.0022633829430778,low
AMD,2023-07-05,2023-07-06,2023-07-06,neutral,negative,,up,0,1,-1,-0.0041245599288789,False,False,0.0041245599288789,low
NVDA,2023-07-05,2023-07-06,2023-07-06,neutral,neutral,,up,0,1,-1,-0.0050570856892921,False,False,0.0050570856892921,low
AMD,2023-07-06,2023-07-07,2023-07-07,positive,neutral,,up,1,1,-1,-0.002731804536639,False,False,0.002731804536639,low
NVDA,2023-07-06,2023-07-07,2023-07-07,neutral,neutral,,up,0,1,1,0.0095004561454787,True,False,0.0095004561454787,low
AMD,2023-07-07,2023-07-08,2023-07-10,neutral,negative,,up,0,1,1,0.003622900669286,True,False,0.003622900669286,low
NVDA,2023-07-07,2023-07-08,2023-07-10,neutral,negative,,up,0,1,-1,-0.0075994179092876,False,False,0.0075994179092876,low
AMD,2023-07-10,2023-07-11,2023-07-11,neutral,neutral,,up,0,1,-1,-0.0198978878305717,False,False,0.0198978878305717,high
NVDA,2023-07-10,2023-07-11,2023-07-11,negative,negative,,up,-1,1,1,0.0053342454360647,True,False,0.0053342454360647,low
AMD,2023-07-11,2023-07-12,2023-07-12,negative,negative,,up,-1,1,1,0.0292849635749867,True,False,0.0292849635749867,high
NVDA,2023-07-11,2023-07-12,2023-07-12,neutral,positive,,up,0,1,1,0.0353024806283002,True,False,0.0353024806283002,high
AMD,2023-07-12,2023-07-13,2023-07-13,neutral,negative,,up,0,1,1,0.0116948535213536,True,False,0.0116948535213536,low
NVDA,2023-07-12,2023-07-13,2023-07-13,positive,negative,,up,1,1,1,0.0472643784507751,True,True,0.0472643784507751,high
AMD,2023-07-13,2023-07-14,2023-07-14,positive,negative,,up,1,1,1,0.0001725696409327,True,True,0.0001725696409327,low
NVDA,2023-07-13,2023-07-14,2023-07-14,positive,negative,,up,1,1,-1,-0.0110489898648382,False,False,0.0110489898648382,low
AMD,2023-07-14,2023-07-15,2023-07-17,neutral,negative,,up,0,1,1,0.0205278351155873,True,False,0.0205278351155873,high
NVDA,2023-07-14,2023-07-15,2023-07-17,neutral,negative,,up,0,1,1,0.0218169901805673,True,False,0.0218169901805673,high
AMD,2023-07-17,2023-07-18,2023-07-18,negative,negative,,up,-1,1,-1,-0.0032961408946444,False,True,0.0032961408946444,low
NVDA,2023-07-17,2023-07-18,2023-07-18,neutral,positive,,up,0,1,1,0.0222337224470814,True,False,0.0222337224470814,high
AMD,2023-07-18,2023-07-19,2023-07-19,neutral,negative,,up,0,1,-1,-0.0127194097864694,False,False,0.0127194097864694,low
NVDA,2023-07-18,2023-07-19,2023-07-19,neutral,negative,,up,0,1,-1,-0.00878005266875,False,False,0.00878005266875,low
AMD,2023-07-19,2023-07-20,2023-07-20,negative,negative,,up,-1,1,-1,-0.0530791058058689,False,True,0.0530791058058689,high
NVDA,2023-07-19,2023-07-20,2023-07-20,neutral,negative,,up,0,1,-1,-0.0330734587515243,False,False,0.0330734587515243,high
AMD,2023-07-20,2023-07-21,2023-07-21,positive,negative,,up,1,1,1,0.0063491786688634,True,True,0.0063491786688634,low
NVDA,2023-07-20,2023-07-21,2023-07-21,neutral,neutral,,up,0,1,-1,-0.0266037420403183,False,False,0.0266037420403183,high
AMD,2023-07-21,2023-07-22,2023-07-24,neutral,negative,,up,0,1,-1,-0.0030644105204368,False,False,0.0030644105204368,low
NVDA,2023-07-21,2023-07-22,2023-07-24,neutral,positive,,up,0,1,1,0.0068383718149227,True,False,0.0068383718149227,low
AMD,2023-07-24,2023-07-25,2023-07-25,neutral,neutral,,up,0,1,1,0.0216074439604041,True,False,0.0216074439604041,high
NVDA,2023-07-24,2023-07-25,2023-07-25,neutral,negative,,up,0,1,1,0.0239173620203496,True,False,0.0239173620203496,high
AMD,2023-07-25,2023-07-26,2023-07-26,neutral,negative,,up,0,1,-1,-0.0257522447974281,False,False,0.0257522447974281,high
NVDA,2023-07-25,2023-07-26,2023-07-26,positive,neutral,,up,1,1,-1,-0.0049694867650158,False,False,0.0049694867650158,low
AMD,2023-07-26,2023-07-27,2023-07-27,neutral,negative,,up,0,1,1,0.0091743316361874,True,False,0.0091743316361874,low
NVDA,2023-07-26,2023-07-27,2023-07-27,positive,positive,,up,1,1,1,0.009856592996591,True,True,0.009856592996591,low
AMD,2023-07-27,2023-07-28,2023-07-28,neutral,negative,,up,0,1,1,0.0167416798910651,True,False,0.0167416798910651,high
NVDA,2023-07-27,2023-07-28,2023-07-28,positive,positive,,up,1,1,1,0.0185184846593491,True,True,0.0185184846593491,high
AMD,2023-07-28,2023-07-29,2023-07-31,neutral,negative,,up,0,1,1,0.0127478970704435,True,False,0.0127478970704435,low
NVDA,2023-07-28,2023-07-29,2023-07-31,neutral,positive,,up,0,1,-1,-0.0004491959026152,False,False,0.0004491959026152,low
AMD,2023-07-31,2023-08-01,2023-08-01,neutral,positive,,up,0,1,1,0.02797200092273,True,False,0.02797200092273,high
NVDA,2023-07-31,2023-08-01,2023-08-01,neutral,negative,,up,0,1,-1,-0.0047507997525169,False,False,0.0047507997525169,low
AMD,2023-08-01,2023-08-02,2023-08-02,positive,negative,,up,1,1,-1,-0.070153062134737,False,False,0.070153062134737,high
NVDA,2023-08-01,2023-08-02,2023-08-02,negative,neutral,,up,-1,1,-1,-0.0481217658389253,False,True,0.0481217658389253,high
AMD,2023-08-02,2023-08-03,2023-08-03,neutral,negative,,up,0,1,1,0.0347508285759796,True,False,0.0347508285759796,high
NVDA,2023-08-02,2023-08-03,2023-08-03,positive,negative,,up,1,1,1,0.0055568993420251,True,True,0.0055568993420251,low
AMD,2023-08-03,2023-08-04,2023-08-04,neutral,neutral,,up,0,1,1,0.0235969786384373,True,False,0.0235969786384373,high
NVDA,2023-08-03,2023-08-04,2023-08-04,neutral,positive,,up,0,1,1,0.0037066363650386,True,False,0.0037066363650386,low
AMD,2023-08-04,2023-08-05,2023-08-07,neutral,negative,,up,0,1,1,0.0085477280813166,True,False,0.0085477280813166,low
NVDA,2023-08-04,2023-08-05,2023-08-07,negative,neutral,,up,-1,1,1,0.0164950650556146,True,False,0.0164950650556146,low
AMD,2023-08-07,2023-08-08,2023-08-08,neutral,positive,,up,0,1,-1,-0.0306480119551785,False,False,0.0306480119551785,high
NVDA,2023-08-07,2023-08-08,2023-08-08,neutral,positive,,up,0,1,-1,-0.0165796586099171,False,False,0.0165796586099171,high
AMD,2023-08-08,2023-08-09,2023-08-09,negative,neutral,,up,-1,1,-1,-0.0243751837357996,False,True,0.0243751837357996,high
NVDA,2023-08-08,2023-08-09,2023-08-09,negative,positive,,up,-1,1,-1,-0.0472416384817737,False,True,0.0472416384817737,high
AMD,2023-08-09,2023-08-10,2023-08-10,neutral,positive,,up,0,1,-1,-0.0021725161683491,False,False,0.0021725161683491,low
NVDA,2023-08-09,2023-08-10,2023-08-10,neutral,neutral,,up,0,1,-1,-0.0039009344098702,False,False,0.0039009344098702,low
AMD,2023-08-10,2023-08-11,2023-08-11,positive,neutral,,up,1,1,-1,-0.0241313941858104,False,False,0.0241313941858104,high
NVDA,2023-08-10,2023-08-11,2023-08-11,negative,neutral,,up,-1,1,-1,-0.036165917910394,False,True,0.036165917910394,high
AMD,2023-08-11,2023-08-12,2023-08-14,neutral,neutral,,up,0,1,1,0.0409965945395607,True,False,0.0409965945395607,high
NVDA,2023-08-11,2023-08-12,2023-08-14,neutral,positive,,up,0,1,1,0.0709337618965941,True,False,0.0709337618965941,high
AMD,2023-08-14,2023-08-15,2023-08-15,neutral,neutral,,up,0,1,-1,-0.0056260480793555,False,False,0.0056260480793555,low
NVDA,2023-08-14,2023-08-15,2023-08-15,negative,negative,,up,-1,1,1,0.0042739990789553,True,False,0.0042739990789553,low
AMD,2023-08-15,2023-08-16,2023-08-16,negative,positive,,up,-1,1,-1,-0.0373596415780972,False,True,0.0373596415780972,high
NVDA,2023-08-15,2023-08-16,2023-08-16,negative,neutral,,up,-1,1,-1,-0.0103322389591032,False,True,0.0103322389591032,low
AMD,2023-08-16,2023-08-17,2023-08-17,positive,negative,,up,1,1,-1,-0.0256553777158764,False,False,0.0256553777158764,high
NVDA,2023-08-16,2023-08-17,2023-08-17,neutral,negative,,up,0,1,-1,-0.003265379451233,False,False,0.003265379451233,low
AMD,2023-08-17,2023-08-18,2023-08-18,neutral,negative,,up,0,1,1,0.0096705714594613,True,False,0.0096705714594613,low
NVDA,2023-08-17,2023-08-18,2023-08-18,positive,positive,,up,1,1,-1,-0.0010382517027697,False,False,0.0010382517027697,low
AMD,2023-08-18,2023-08-19,2023-08-21,neutral,negative,,up,0,1,1,0.0262684149134735,True,False,0.0262684149134735,high
NVDA,2023-08-18,2023-08-19,2023-08-21,neutral,neutral,,up,0,1,1,0.0847132563263546,True,False,0.0847132563263546,high
AMD,2023-08-21,2023-08-22,2023-08-22,neutral,neutral,,up,0,1,-1,-0.0236554937138921,False,False,0.0236554937138921,high
NVDA,2023-08-21,2023-08-22,2023-08-22,positive,positive,,up,1,1,-1,-0.0276577131292693,False,False,0.0276577131292693,high
AMD,2023-08-22,2023-08-23,2023-08-23,neutral,positive,,up,0,1,1,0.035680451565405,True,False,0.035680451565405,high
NVDA,2023-08-22,2023-08-23,2023-08-23,positive,positive,,up,1,1,1,0.0317071447139194,True,True,0.0317071447139194,high
AMD,2023-08-23,2023-08-24,2023-08-24,negative,negative,,up,-1,1,-1,-0.069724913023299,False,True,0.069724913023299,high
NVDA,2023-08-23,2023-08-24,2023-08-24,neutral,negative,,up,0,1,1,0.0009974757871253,True,False,0.0009974757871253,low
AMD,2023-08-24,2023-08-25,2023-08-25,positive,negative,,up,1,1,1,0.0044204021095499,True,True,0.0044204021095499,low
NVDA,2023-08-24,2023-08-25,2023-08-25,neutral,negative,,up,0,1,-1,-0.024277435421386,False,False,0.024277435421386,high
AMD,2023-08-25,2023-08-26,2023-08-28,neutral,positive,,up,0,1,1,0.0035207883652963,True,False,0.0035207883652963,low
NVDA,2023-08-25,2023-08-26,2023-08-28,neutral,positive,,up,0,1,1,0.0177538680612827,True,False,0.0177538680612827,high
AMD,2023-08-28,2023-08-29,2023-08-29,neutral,negative,,up,0,1,1,0.032258040531186,True,False,0.032258040531186,high
NVDA,2023-08-28,2023-08-29,2023-08-29,positive,neutral,,up,1,1,1,0.0416142062635807,True,True,0.0416142062635807,high
AMD,2023-08-29,2023-08-30,2023-08-30,neutral,negative,,up,0,1,1,0.0063255115231086,True,False,0.0063255115231086,low
NVDA,2023-08-29,2023-08-30,2023-08-30,negative,negative,,up,-1,1,1,0.0098392821075108,True,False,0.0098392821075108,low
AMD,2023-08-30,2023-08-31,2023-08-31,negative,neutral,,up,-1,1,-1,-0.008162070992381,False,True,0.008162070992381,low
NVDA,2023-08-30,2023-08-31,2023-08-31,neutral,positive,,up,0,1,1,0.0018471825954902,True,False,0.0018471825954902,low
AMD,2023-08-31,2023-09-01,2023-09-01,neutral,negative,,up,0,1,1,0.0352818358349453,True,False,0.0352818358349453,high
NVDA,2023-08-31,2023-09-01,2023-09-01,neutral,positive,,up,0,1,-1,-0.0171411342160532,False,False,0.0171411342160532,high
AMD,2023-09-01,2023-09-02,2023-09-05,neutral,negative,,up,0,1,1,0.0121516844964704,True,False,0.0121516844964704,low
NVDA,2023-09-01,2023-09-02,2023-09-05,neutral,negative,,up,0,1,1,0.0008040047362674,True,False,0.0008040047362674,low
AMD,2023-09-05,2023-09-06,2023-09-06,positive,negative,,up,1,1,-1,-0.0135403503929296,False,False,0.0135403503929296,low
NVDA,2023-09-05,2023-09-06,2023-09-06,neutral,positive,,up,0,1,-1,-0.0306294698326736,False,False,0.0306294698326736,high
AMD,2023-09-06,2023-09-07,2023-09-07,neutral,positive,,up,0,1,-1,-0.0246156887944244,False,False,0.0246156887944244,high
NVDA,2023-09-06,2023-09-07,2023-09-07,negative,negative,,up,-1,1,-1,-0.0174241873412619,False,True,0.0174241873412619,high
AMD,2023-09-07,2023-09-08,2023-09-08,neutral,negative,,up,0,1,-1,-0.0046908717251007,False,False,0.0046908717251007,low
NVDA,2023-09-07,2023-09-08,2023-09-08,positive,negative,,up,1,1,-1,-0.0144677346212828,False,False,0.0144677346212828,low
AMD,2023-09-08,2023-09-09,2023-09-11,neutral,negative,,up,0,1,-1,-0.0072579571085478,False,False,0.0072579571085478,low
NVDA,2023-09-08,2023-09-09,2023-09-11,positive,neutral,,up,1,1,-1,-0.0086455982734919,False,False,0.0086455982734919,low
AMD,2023-09-11,2023-09-12,2023-09-12,positive,negative,,up,1,1,-1,-9.496901119876444e-05,False,False,9.496901119876444e-05,low
NVDA,2023-09-11,2023-09-12,2023-09-12,positive,neutral,,up,1,1,-1,-0.0068175320366842,False,False,0.0068175320366842,low
AMD,2023-09-12,2023-09-13,2023-09-13,neutral,negative,,up,0,1,1,0.0227898735307021,True,False,0.0227898735307021,high
NVDA,2023-09-12,2023-09-13,2023-09-13,neutral,negative,,up,0,1,1,0.0137063002698174,True,False,0.0137063002698174,low
AMD,2023-09-13,2023-09-14,2023-09-14,positive,positive,,up,1,1,-1,-0.0100269412332617,False,False,0.0100269412332617,low
NVDA,2023-09-13,2023-09-14,2023-09-14,positive,neutral,,up,1,1,1,0.0021106006397386,True,True,0.0021106006397386,low
AMD,2023-09-14,2023-09-15,2023-09-15,negative,positive,,up,-1,1,-1,-0.0482040656667435,False,True,0.0482040656667435,high
NVDA,2023-09-14,2023-09-15,2023-09-15,neutral,positive,,up,0,1,-1,-0.0368793951117711,False,False,0.0368793951117711,high
AMD,2023-09-15,2023-09-16,2023-09-18,neutral,neutral,,up,0,1,1,0.0086708532991963,True,False,0.0086708532991963,low
NVDA,2023-09-15,2023-09-16,2023-09-18,neutral,positive,,up,0,1,1,0.0015033730090801,True,False,0.0015033730090801,low
AMD,2023-09-18,2023-09-19,2023-09-19,positive,neutral,,up,1,1,-1,-0.0074240706832044,False,False,0.0074240706832044,low
NVDA,2023-09-18,2023-09-19,2023-09-19,positive,neutral,,up,1,1,-1,-0.0101441829944115,False,False,0.0101441829944115,low
AMD,2023-09-19,2023-09-20,2023-09-20,negative,positive,,up,-1,1,-1,-0.0124988117786858,False,True,0.0124988117786858,low
NVDA,2023-09-19,2023-09-20,2023-09-20,positive,neutral,,up,1,1,-1,-0.0294347893199347,False,False,0.0294347893199347,high
